name=郑码
key=abcdefghijklmnopqrstuvwxyz
len=4
match=0
wildcard=?
assist=] mb/pinyin.txt
nbom 擧
nbon 雤
nboo 侍从
nboq 臖
nbor 歟 鱟 鷽 鸒 夓 倰
nbos 譽
nbou 停工待料 燢
nbow 传令 惥
nboy 學 釁 鼢
nboz 传颂
nbp 鼶
nbpi 鼶
nbq 毁
nbr 佬
nbrd 兒
nbrj 鼩
nbrl 觷
nbrr 佬 鶂
nbrt 鼨
nbru 舄
nbry 郳
nbsa 传言
nbsm 传话
nbsv 传说
nbsx 传诵 传译
nbsy 传讯 传记
nbtc 传闻
nbte 斞
nbtl 自动装置
nbtu 传阅 偷工减料
nbu 侠
nbub 倖
nbuc 传情
nbuj 僖
nbuk 传单
nbuo 侠
nbuq 毇
nbux 鼸
nbuz 仁慈
nbv 仕
nbvm 奥地利
nbvq 传染
nbvv 仕
nbwa 传写
nbwf 传述 鼲
nbwg 传达
nbwh 儓
nbwk 传神
nbwp 佳宾
nbwr 鼧
nbwu 传递 传送
nbww 传遍
nbwz 鼹 俧 僫
nbx 伍
nbxj 传声器 俉 鼯
nbxk 传承
nbxm 传声筒
nbxs 叟 鼥
nbxw 遚
nbxy 鄋
nby 伟
nbya 侾
nbyb 传教士
nbyd 传导
nbyj 鼦
nbym 魅力 斆
nbyx 自动驾驶仪
nbz 俹 传
nbzd 鼠
nbze 传媒
nbzf 自动档
nbzg 鼷 鼫
nbzh 传动轴
nbzi 亿元以上
nbzk 鼬
nbzl 鼰
nbzm 仕女 佞 仾 鼪
nbzn 自动化
nbzr 传动比
nbzs 传统 传 佉 伝 鼤
nbzu 舃
nbzx 传经
nbzy 射击队
nbzz 传出
nc 身
nca 躸
ncaj 躸
ncal 低三下四
ncas 自取灭亡
ncb 俸
ncbi 俸
ncch 身长 躼
ncd 仨
ncdb 僵持
ncdn 焦三仙
ncds 射 俦
nce 佴
ncev 段落 身世
ncf 躰
ncfa 躰
ncfd 身材
ncfx 债权 皇权
ncga 僵硬
ncgo 代表大会
nch 伥
ncha 倀
ncho 躯
nchs 顺理成章
nci 仹
nciv 身上 皇上
ncj 軇
ncjd 軇
ncjj 軀 躳
ncju 軆
nck 僵
ncke 軃
nckf 躶
nckh 軄
nckk 僵
nckl 躺
nckn 代理价
ncko 代理人
ncks 身影 代理商
nckv 伦理学 傣
nckz 躽 軁
ncl 债
nclo 债 債
nclw 傲骨
ncmd 身手
ncmf 躱
ncmy 傲气
ncmz 躷
ncnc 身段
ncnf 身体
ncnh 身躯
ncnn 軅
ncno 身份
ncnr 僵化
ncnw 軈
ncnz 伦琴射线
nco 偆
ncos 代表会议
ncoy 身分 躮
ncpa 身后 皇后
ncq 段 倩
ncqf 躲
ncql 儬
ncqq 鼻青脸肿
ncqx 段
ncrf 仪表板
ncrg 傲然
ncrh 俵
ncrj 代表团
ncro 代表会
ncrr 代表处
ncru 代表性 躹
ncry 债务
ncrz 鵢
ncsh 身亡
ncsj 身高
ncsm 皇族 傣族
ncsu 皇帝
ncsw 躵
ncsx 躴
nctf 代表资格审查 代表资格审查委员会
ncu 傌
ncug 躾
ncuj 值班员
ncuk 傲慢
ncus 皇粮
ncuv 身为
ncuw 值班室
ncuy 债券
ncvg 但现在
ncvv 仼
ncwb 皇冠 躻
ncwg 皇家 傣家
ncwh 皇室
ncwl 傲视
ncwo 伦理道德 焦耳定律
ncwr 躭
ncwy 身边 軂
ncx 躿
ncxk 躿
ncxm 僵尸
ncxy 僵局
ncy 傲 倻
ncya 身子
ncyg 偰
ncym 傲
ncyr 身陷
ncyz 躬
ncz 傃
nczj 侧耳细听
nczl 軉
nd 川
ndac 倒打一耙
ndah 保持一致
ndbb 付款
ndbe 自掘坟墓
ndbu 保持着
ndbz 射击
nddt 信托投资公司
ndeo 仗势欺人
ndeu 保持警惕
ndey 川芎
ndgk 偏振光
ndgn 偏振片
ndgo 顺 順
ndgt 保持原状
ndhk 便携式电脑
ndik 射频
ndjo 体操舘
ndjx 倳
ndkk 信誓旦旦
ndko 射界
ndks 射影
ndlc 付账
ndlg 川崎
ndlo 川贝
ndmd 射手
ndmj 射程
ndmu 射箭
ndnh 便携式
ndod 射入
ndph 付钱
ndqe 射猎
ndqn 白热化
ndqv 传热学
nds 付
ndsb 付诸
ndse 伊拉克
ndtl 射门 保护装置
ndum 供求关系
ndvb 川江
ndve 射洪
ndvk 川沙
ndvs 射流 俅
ndvy 保护消费者权益
ndwh 保护区
ndwo 保护人 息事宁人
ndwz 怤
ndxe 川剧
ndxp 供求矛盾
ndyk 射阳
ndyn 付费
ndzh 射线
ndzm 姇
ndzn 传播媒体
ndzo 付给
ndzz 付出
ne 做
neb 佄
nebb 借款
nebg 伊斯坦布尔
nebi 做工
nebo 傼
nebx 做声
neby 做功
nec 倛
necb 供奉
nece 傇
necj 供职
necu 值班
ned 什
nedj 做事
nedn 俄克拉何马城
nedp 顺藤摸瓜
nedq 供热
nedv 供求
nee 偾
neef 僷
neej 借故 值勤
neel 偾 僨
neen 借花献佛
neeo 自欺欺人
neep 自甘落后
neff 做梦
nefg 供需
nefk 儎
neg 偌
negd 偌大
negj 偌
neh 傤
nehe 傤
nehk 做到
nehv 做成
neir 借此 值此 做些
nej 估
neja 借口
nejc 僅
neje 卑鄙
nejm 做 儆
neju 奥克兰
nek 借
neka 估量
nekk 傮
nekm 借鉴 卑劣
neko 僙
nekp 供暖
nekv 供水
nekz 供电
nel 值
nelb 傋
nelc 值
nelf 传真机
nelg 偀
nelo 傎
nelt 仿真度
nelv 借用
nelw 憊
nely 借助
nelz 値 郫县
nemj 仲裁委员会
neml 估算 備
nems 供稿
nemz 什么
nena 伎俩
nenc 借债
neng 自卖自夸
nenh 借贷
nenm 做作
neno 估价
nenr 供货 任劳任怨 顺其自然
nenw 货真价实
nenz 作茧自缚
neo 供
neok 值得
neon 儺
neop 做饭
neph 休斯顿
nepk 供销
neps 休斯敦
nepu 伊斯兰
nepy 奥斯陆
ner 儆
nerc 停薪留职
nerf 借条
nerl 僃
nero 僛
nesc 做主
nese 估计
neso 借古讽今
nesp 储蓄所
ness 仲裁方
nesw 储蓄额
nesy 供词 借方
netu 借阅
netv 供应
neub 伊斯兰教
neun 供养 伊斯兰堡
nev 伳
nevb 做法
neve 白茫茫
nevl 估测
nevw 伊斯法罕
newb 做完
newd 做过 值守
newl 僀
newr 儚
newy 侼
nex 牍
nexs 伎
nexy 借书
ney 郫
neye 自甘堕落
neyu 儰
neyv 做了
nez 偡 伳
nezb 自古以来
nezf 偞 僷
nezo 供给 借以
nezy 做好
nezz 做出
nf 休
nfa 体
nfae 体型 体形 佳木斯
nfam 优惠政策
nfao 自相残杀
nfb 俌
nfbb 体坛
nfbj 鼠标器
nfbk 僄
nfbr 售票处
nfcv 体现
nfd 傅 傳
nfdj 体操
nfdm 借机报复
nfds 傅 傳
nfdw 集控
nfes 体裁 集萃
nfey 体协
nff 傈
nffb 僸
nffj 休整
nffl 休想
nffo 体检
nffr 体格
nffx 集权
nfg 儒
nfgj 体面
nfgl 儒
nfgs 体态
nfgy 僊
nfhe 奥林匹克
nfhh 货柜车
nfhp 货柜船
nfhv 集成
nfii 休止
nfiv 价格上涨
nfj 価
nfjd 集团
nfjv 集中
nfk 倲 俥
nfku 休业
nfkx 集贤
nfky 集邮
nflg 供需见面
nfli 体贴
nflo 体内 價
nfls 体罚
nfly 休眠
nfmj 体积
nfmk 体重
nfml 体制
nfmo 僌
nfmz 体系 体委
nfnd 价格倒挂
nfnf 集体
nfnm 价格体系
nfnu 体倦
nfnw 休息
nfnx 休假
nfoa 集合
nfob 体会 集会 休会
nfoo 倈
nfow 优惠待遇
nfoz 倯
nfpe 体质 集镇
nfpg 版权所有
nfpn 集锦
nfqb 停机坪
nfqw 候机室
nfr 鸺
nfri 体外
nfrm 僲
nfrz 鸺 鵂
nfsl 集市
nfsn 集训
nfss 体谅
nfsz 体育
nftf 休闲
nftr 集资
nfu 僳
nfuf 化整为零 僳
nfun 休养
nfuo 烋
nfv 休
nfvk 体温
nfvs 体液
nfvv 休
nfvw 休学
nfw 僆
nfwa 集宁 休宁
nfwg 儒家
nfwj 修桥补路
nfws 凭栏远望
nfwz 集安 僡 恷
nfx 儊
nfxi 儊
nfxo 体验 债权人
nfxp 供需矛盾
nfym 体力
nfzb 集结
nfzm 偠
nfzq 体能
nfzr 集约
nfzs 体统
ng 顺
nga 伾
ngad 优于 供大于求
ngag 伏天 俗不可耐
ngaj 倚
ngas 仪态万方
ngb 佐
ngbf 低压槽
ngbh 优越
ngbi 佐
ngbk 倷
ngbm 自愿互利
ngbs 顺境
ngbz 伏击 侉
ngce 顺耳
ngda 优抚
ngdd 伟大的
ngdk 伟大事业
ngdq 优势
ngds 傉
nge 翱
ngee 倴
ngfw 优惠
ngg 偄
nggd 偄
nggk 优厚 自顾不暇
nggw 华而不实
ngh 侲
nghm 顺致
ngi 伓
ngia 臭虫
ngij 优点
ngio 使不得
ngis 保不齐
ngiy 侟
ngj 佑 俖
ngja 顺口
ngjb 臭味
ngji 顺嘴
ngjk 偭
ngjr 顺路
ngk 俺
ngkk 僚
ngkm 优劣
ngkv 优存劣汰
ngkx 顺当
ngky 顺畅
ngkz 俺
ngl 侕
ngli 佈
nglp 低碳钢
nglx 顺眼
ngmb 优等 伏特
ngmc 优生
ngmd 顺手
ngmi 儮
ngmj 倚靠
ngmk 顺利
ngmr 优先
ngmu 臭氧
ngmy 优秀
ngna 顺便
ngnk 傆
ngnr 优化
ngnt 俺们
ngo 顺
ngob 优待
ngoe 顺德
ngoo 顺从 俠 傸
ngpe 优质
ngq 侑
ngqm 优胜 伟大胜利
ngqo 顺风
ngqy 顺服
ngr 优
ngrr 偧
ngs 伏
ngsa 佐证
ngso 顺义
ngsr 身在高处不胜寒
ngsx 优良
ngtd 供不应求
ngtr 顺次
ngtv 顺应
ngtx 顺序
ngu 僚
ngub 顺差
ngug 优美
ngul 顺着 傄
nguy 翱翔
ngvb 伏法
ngvr 顺溜
ngvs 翱游
ngvv 佦
ngvz 顺治
ngwd 片面追求
ngwm 优选
ngwy 保存实力
ngwz 伏安 顺心
ngx 魃
ngxs 伖
ngye 优异
ngym 顺延
ngyy 伌
ngyz 侇
ngzy 优级
nh 代
nhae 躯干 休戚与共
nhai 倒下
nhaj 传感器
nhak 傶
nhb 侄 垡 垈
nhbb 贷款
nhbi 俓 侙
nhbk 倒塌
nhbo 代替
nhbs 代培
nhbu 侥幸 黛
nhbw 躯壳
nhck 代理
nhcr 代表
nhcu 倒班
nhd 皂
nhdb 倒挂
nhdr 倒换
nhdy 倒把
nhe 伡
nheb 停车场
nhen 停车位
nhew 代劳 代营 候车室
nhex 倒卖
nhf 柋
nhfa 伐木
nhfm 倒霉
nhfu 休戚相关
nhfx 伐树
nhg 侥
nhgr 侥
nhgx 代码
nhhe 倒车
nhhm 俴
nhi 伢
nhja 代号
nhjj 傴
nhk 倒
nhka 偃师
nhkd 倒
nhkj 集成电路
nhks 倒影
nhkv 倒是
nhkz 偃
nhl 贷
nhle 倒置
nhlh 华盛顿
nhli 帒
nhll 岱 岱山
nhlo 贷 貸
nhlr 代购
nhlv 代用
nhlz 代县
nhm 伐
nhmb 牮
nhmd 倒手
nhml 儖
nhmm 代笔
nhmw 代管
nhnf 倒休 躯体
nhng 倒伏
nhnm 自成体系
nhno 代价
nhnw 作威作福
nhnz 袋鼠
nho 舆
nhob 亿欧元
nhod 倒入
nhol 传输网
nhos 伛
nhoz 传输线
nhpk 代销
nhr 僭
nhrk 僭
nhs 代
nhsa 代言
nhsk 代课
nhsn 代谢
nhso 舆论
nhsr 袋
nhsu 倒立
nhsx 仁至义尽
nhsy 贷方
nhtb 倒装
nhtd 倒闭
nhuz 代数 倒数
nhvf 低成本
nhvr 代沟
nhwx 倒退
nhx 佢
nhxt 倒买
nhya 袋子
nhyh 华盛顿
nhyo 代办
nhz 伅
nhzi 伅
nhzj 倒台
ni 候
nia 仩
niaa 隹
niai 修正 佧
nib 儵
nibu 儵
nich 修长
nick 修理
nico 保龄球舘
nid 仆
nidw 侦探
nidy 悠扬
nie 隼
nied 隼
nier 鶽
nif 集
nifj 修整
nifk 侦查
nifp 鎥
nify 修配
niga 自上而下
nigo 顀
nigs 倏
nigx 侦破
nih 俿
nihe 候车
niim 休止符
niiy 雋
nij 售 佔
nijr 修路
nik 倬
nike 倬
nikv 修水
nikw 儢
nikx 俶
nil 侦
nilo 侦 偵
nim 悠
nimb 修筑
nimj 跾
nimk 修复
nimo 攸
nimp 鋚
nims 修辞
nimt 修旧利废
nimu 焂
nimw 悠
nin 雧
ninf 雧
nini 雔
ninm 犨 犫
ninn 鬼蜮伎俩 雦 雥
nins 讐
ninx 雙
nioc 保龄球
niom 修饰
nir 修
nire 鞗
nirf 條 偨
nirk 偹
nirp 修
nirq 脩
nirr 鯈 佌
nirs 悠久
niru 倐 燞
nirz 絛
nisa 修订
nisn 雠 讎
niso 候诊
nisy 侦讯
niu 焦
niud 依此类推
niug 顦
niuh 修炼
niuk 劁
niun 修养
niuo 焦
niuq 修剪
niur 鹪 鷦
niw 進
niwi 修补 候补
niwk 候审
niwm 修造 候选
niwr 侦察
niws 修房
nixg 亿卢布
nixi 偼
nixm 候
nixs 隻
nixu 儏
niym 修改 隽
niyx 修建
niyy 翛
nizj 侦缉
nizu 修缮
nizy 修好
nj 鬼
nja 俣
njag 俣
njai 向下
njal 僓
njav 信口开河 顺口溜
njaz 粤
njb 堡
njbk 向来 魅
njbx 售罄
njbz 偔
njc 侱
njce 偮
njck 保理
njcm 儼
njdb 保持
njdw 保护
nje 卑
njeb 魓
njec 魌
njed 卑
njeg 保荐
njej 個
njer 鹎 鵯
njes 仲裁 自圆其说
njex 鬾
njey 郫
njf 保
njfa 保本
njfb 堡 魒 售票
njfd 臭味相投
njfj 向西
njfl 賲
njfu 煲
njfw 货品配送
njgb 向左
njgi 保存
njgj 向右
njhk 向东
njho 魕
njhv 促成
njhz 魆
nji 促 仲
njik 魖
njiv 向上
njj 侣 佪
njja 魊
njjf 僺
njjj 偘
njjt 鼻咽癌
njka 向量
njke 僤
njkp 保暖
njkq 魈
njl 魍
njld 魍
njlo 傊
njlz 魑
njmf 传呼机
njmk 保重
njmu 保税
njmw 保管
njn 侃
njna 促使
njnd 侃 自吹自擂
njne 保值
njng 保佑
njni 保修 魋
njnj 侶
njnn 偏听偏信
njno 售价
njnr 售货
njns 保住 諐
njny 保健
njo 伿
njoc 保全
njoe 保德
njon 魀
njoo 魉 魎
njos 向往 自鸣得意 囟 囪
njow 恖
njoy 集团公司
njpa 售后 向后 保金
njpd 鬿 鬽
njpe 保质
njpf 保镖
njpk 促销
njpx 保释
njqf 促膝
njqj 鬼哭狼嚎
njqo 鬼脸
njri 向外
njrs 保留 囱
njru 保鲜
njrw 悤
njsa 保证
njsc 保靖
njsm 鬼话
njsz 保育
njte 魁
njtr 保底 向北
njtx 保康
nju 煲
njuk 保单
njul 向着
njun 保养
njuq 向前
njux 鬼怪 魐
njv 仲
njvb 保洁
njvk 保温
njvy 鼻中隔
njwb 促进
njwd 保守 保定
njwg 顖
njwk 鬼神
njww 保密
njwz 保安
njxs 魃
njya 保卫
njyd 向导
njyi 俋 仲巴
njyj 保驾
njyk 向阳
njyo 保险
njys 保障
njyw 儙
njz 俁
njzg 俁
njzz 售出 堡垒 保姆
nk 白
nka 但
nkae 向日葵 皔
nkaf 皌
nkag 白天
nkai 偍
nkaz 俜
nkb 俚
nkbd 亿里拉
nkbg 皢
nkbh 白城
nkbj 皗
nkbn 自由动作
nkbr 皖
nkbu 儻
nkbz 偿
nkc 皇 俳
nkch 伸长
nkcl 皟
nkcq 皘
nkcs 白玉
nkcw 遑
nkde 白搭
nkdp 顺水推舟
nkdy 侵略扩张
nkeb 身临其境 皣
nked 皁
nkeg 倘若
nkei 白芷
nkel 伸直 白薯
nkep 白菜
nker 白芍 鷎
nkf 倮
nkfh 停业整顿
nkfj 白露
nkfn 白桦 皬
nkfp 白皙
nkfs 白术
nkfx 白雪
nkfy 白杨
nkfz 鼻酸
nkg 皋
nkge 皋 皞
nkgj 白面
nkgk 似是而非
nkgl 偶而 白布
nkgn 但愿
nkgq 偶有
nkgr 侊
nkgv 躺在
nkh 偎
nkhd 皂
nkho 白区
nkhr 旣
nki 佃
nkia 伷
nkic 伸
nkie 自由基
nkim 奥申委
nkin 自由化
nkir 侵略战争 皉
nkis 白蚁
nkiv 自由泳 自由港
nkjd 但因
nkjj 鼻咽
nkjk 儅
nkjl 償 皜
nkjn 白喉
nkjr 傥
nkju 皚 僼
nkk 倡
nkka 曁
nkkg 皩 皝 儂
nkki 鼻甲 畠
nkkk 儡
nkkv 但是 泉 泉水
nkkw 作曲家
nkky 自由电子
nkkz 儽
nkl 躺
nkld 倘
nkli 帛
nklm 僘
nkln 皠
nklx 白眼 僈
nkly 皑
nklz 偶
nkm 仯
nkmd 伸手
nkmh 皒
nkmj 皓
nkml 偗
nkmo 保监会 敀 敒
nkmr 鸄
nkms 譥
nkmw 邀
nkmz 緜
nkn 魄
nknb 皨
nknd 偿付 自由体操
nknf 白日做梦
nkng 自由自在
nknj 魄
nknk 假冒伪劣 灥 舅舅
nknn 皛
nknr 偶像
nkns 自暴自弃
nknv 但他
nknw 鼻息
nko 仦
nkoa 偿命
nkob 自由往来
nkod 白人
nkok 儤
nkoo 皎 舅父
nkow 白领 皊
nkoy 鼻饲
nkpk 皤
nkpx 白银 皈
nkq 俏
nkqe 伯明翰
nkqw 鼻腔
nkr 偈
nkrb 侵略者 墍
nkrd 皃
nkrf 槩
nkrg 偶然
nkrk 偶尔 自由贸易
nkro 偒
nkrr 倱 皀
nkrs 的
nkry 白色 卽 皍 偈
nksj 伪劣商品
nksk 鼻音
nksm 白话 白族 敫 皦
nkss 倡议
nksw 邊 射电望远镜
nksx 白朗
nktj 鼻癌
nktm 白痴
nktr 鼻瘤
nktu 集思广益 皫
nku 僕
nkuc 僕
nkue 皏
nkuf 白米
nkuj 鼻烟
nkut 白糖
nkuz 偶数
nkv 泉
nkva 低水平 白河
nkvc 偿清
nkve 皐 皡 皥
nkvf 白酒
nkvg 泉源
nkvm 供水管
nkvn 泉州
nkvu 鼻涕
nkvy 鼻梁
nkw 偿 迫
nkwe 鼻窦
nkwg 偿还
nkwj 白宫
nkwl 鼻祖
nkwm 佃户
nkwr 但它 皧
nkwv 但这
nkwz 白里透红 偲
nkx 皭
nkxd 皭
nkxe 伸展
nkxi 俏皮
nkxs 白昼
nkxv 但对
nky 舅
nkya 鼻子
nkyc 伸张
nkyd 倡导
nkyi 皅
nkym 侽 劰
nkyn 白费
nkyy 翱 翶 傝 鼻翼
nkyz 鼻孔
nkz 傫 癿
nkzf 集电极 皪
nkzk 储电量
nkzm 僂
nkzr 白纸
nkzu 儑
nkzv 射电源 白发
nkzw 伸缩
nkzx 供电局
nkzy 但她 价电子
nkzz 伸出
nl 自
nla 儇
nlac 价目表
nlae 鼾
nlan 鼻
nlao 倶
nlb 倜
nlbj 倜
nlbl 自贡
nlbz 自动 粵
nlc 伹
nlce 侧耳
nlck 自理
nlco 使用寿命
nld 佣 侗
nldk 鼠目寸光
nldv 自救
nlec 俄罗斯联邦
nleh 催芽
nlej 使用范围
nleo 倎
nler 鷱 齉
nles 俄罗斯族
nlew 自营
nlf 臬
nlfr 鷍
nlfv 仙桃
nlg 臭
nlgb 自夸
nlgd 佒
nlgj 侧面
nlgl 偳 嶴
nlgn 自愿
nlgs 臭 齅
nlgv 自在
nlgy 臲
nlhb 自转
nli 帛
nlil 齇
nlj 向
nljr 儇
nljw 逈 邉
nljy 齆
nlk 侧 伵
nlka 齄
nlkd 侧 側
nlkg 齈
nlki 自由
nlkk 自曝
nlkr 齃
nll 仙
nllv 自用
nlly 自助 催眠
nlmc 自筹
nlmk 侧重 自重
nlml 自制
nlmq 使用手册
nlmr 自称
nlms 臮
nlmv 自我
nlmz 自私
nln 催
nlnb 自传
nlnc 自身
nlne 自卑 佛罗伦萨
nlng 鼿
nlni 催
nlnj 催促
nlnk 依山傍水 劓
nlnl 皑皑 儶
nlnn 使用价值
nlnq 鼽
nlnr 催化
nlns 自信
nlnz 鼼
nlo 俱
nlod 佣人
nlof 自杀
nloi 自行
nloo 自从 臮
nlox 自律
nloy 白内障
nlpa 佣金
nlpg 奧
nlpw 自爱
nlq 傰
nlqq 傰
nlr 伣 俔
nlra 身败名裂
nlre 俄罗斯
nlrg 自然
nlrj 齁
nlro 儩
nlrr 臰
nlsb 自语
nlsc 自主
nlse 辠 自谋
nlsj 自豪
nlsk 使用说明
nlsm 催产 侗族
nlsu 自立
nlsv 使用方法
nlsx 侺
nlsy 侧记 鄓
nltl 侧门
nltx 自决
nluf 自尊
nlug 奥
nlun 自首
nlv 佣
nlva 作用于
nlve 自满 臯
nlvf 使用权
nlvi 信用卡
nlvs 使用率 信用证
nlvw 自觉 自学 信用社
nlvy 作用力
nlvz 自治
nlw 傦
nlwg 自家
nlwm 自选
nlws 臱
nlwy 鄎
nlwz 息
nlx 齂
nlxk 齂
nly 皑 郋
nlya 自卫
nlyi 自助餐
nlyj 自强
nlyn 自费
nlys 齀 甈
nlyy 自己 翺
nlz 臫
nlzj 自如
nlzm 仙女
nlzn 儸
nlzo 自给
nlzv 自发
nm 件
nma 倂
nmae 倂
nmak 作恶
nmar 伤残
nmay 仟万
nmb 任 件
nmbf 栠
nmbk 优秀教师
nmbl 赁 賃 伏牛山
nmbm 作者
nmbq 凭
nmbr 鵀
nmbs 自我教育
nmbw 白手起家 恁
nmby 任教 侹 働
nmce 作弄
nmcj 任职
nmck 货币联盟
nmcv 仿生学
nmdj 作揖
nmdq 伤势
nmdx 凭据
nme 仟
nmeb 倕
nmed 仵
nmej 作古
nmem 作孽
nmeq 任期
nmey 作协
nmfa 作梗
nmg 侨
nmgc 件套
nmgd 侮辱 仸
nmgn 侨
nmgu 顺手牵羊
nmgx 自告奋勇
nmh 俄
nmha 伤感
nmhd 仛
nmhk 优秀成果
nmhm 俄
nmhv 作成 自我感觉良好
nmi 作 佸
nmid 作
nmij 作战
nmil 偊
nmir 作些
nmj 俈 俰 倁
nmja 伤口
nmjc 俄国
nmje 伊犁哈萨克自治州
nmjh 作呕
nmjj 作品
nmjl 伤员 僑
nmjm 货币回笼
nmjp 优秀品质
nmk 傷
nmkb 偅
nmkd 俐
nmkg 优先照顾
nmki 任由
nmkj 优秀党员
nmkk 作曲
nmkl 作弊
nmkn 什么时候
nmko 侏
nmks 低利率 体重计
nmku 作业 伯利兹
nmkv 伊犁河
nml 赁
nmlb 作罢
nmlc 白血球
nmlf 货币权
nmlk 侐
nmln 货币贬值
nmlt 白血病
nmlv 作用 任用
nmlz 任县
nmma 臭气熏天
nmmm 自我牺牲
nmmo 作答
nmmr 作物
nmmt 货币制度
nmmy 作秀
nmna 任何
nmnb 偛
nmne 凭借
nmnf 侏儒
nmnm 任凭 自私自利
nmnn 保重身体
nmno 作价
nmns 优生优育
nmnw 作息
nmnx 作假
nmo 佚
nmoa 任命
nmod 佚
nmpd 任丘
nmpo 伤兵
nmq 凭
nmqo 作风 伤风
nmqr 侨胞
nmqs 任脉
nmr 侁
nmrd 侁
nmrj 任免
nmrk 作乐
nmrl 儹
nmrm 儛
nmro 傷
nmrq 优先股
nmry 任务 侨务
nmrz 优先级
nmsa 凭证 作证
nmsb 俄语
nmsc 作主
nmse 自我调节
nmsh 伤亡
nmsk 任意
nmso 作文 俄文
nmsu 侨商
nmtf 货币资本
nmtp 自筹资金
nmtr 侨资
nmtx 伤痛 伤痕
nmty 伤疤
nmtz 作废
nmuh 保税区
nmuk 似乎是
nmul 侨眷
nmum 任性
nmuo 偢
nmuv 作为
nmuw 僽
nmux 作怪
nmv 俄
nmvb 作法
nmvh 侨汇
nmvm 偷税漏税
nmvn 使我们
nmvw 货币流通
nmw 恁
nmwb 凭空
nmwc 伤害
nmwd 作过
nmwe 伤寒
nmwg 作家
nmwj 保管员
nmwk 自知之明 伤神
nmwo 顺利进行
nmwr 作客
nmwu 自我完善 凭祥
nmww 任重道远
nmwz 伤心 作案
nmxe 侨居
nmxo 依靠群众
nmxv 作对
nmy 伤
nmyd 仡
nmye 体制改革
nmyg 低气压
nmyh 侨民
nmym 伤
nmys 作陪
nmyt 优秀奖
nmyv 作了
nmz 侮 係
nmzf 什么样
nmzm 倭
nmzo 奥委会
nmzs 俬 仫
nmzx 优先发展
nmzy 侮
nmzz 作出 作祟 货币组织 侨乡
nn 你们
nnan 催化裂化
nnao 任何人
nnas 任何一方
nnbo 价值规律
nnbs 仫佬族 仡佬族
nnc 偟
nnck 自作聪明
nncl 伽倻山
nncw 健身房
nndf 信息技术
nne 牌
nned 俾
nnei 储值卡
nnen 低估值
nnep 价值链
nnfn 集体化
nnfs 傈僳族
nnfu 息息相关 牌楼
nngs 侃侃而谈
nni 倠
nnie 保修期
nniy 儁
nnj 傀
nnja 牌号
nnjw 信息中心
nnk 伯
nnkn 任何时候
nnky 牌照
nnle 白俄罗斯
nnmj 华侨委员会
nnmm 傻笑
nnmu 集体利益 自身利益
nnmy 傻气
nnmz 信息系统
nnnb 低息贷款
nnne 保值储蓄
nnnk 傀儡
nnnm 价值体系
nnno 牌价
nnnp 自作自受
nnnt 身体健康
nno 傻
nnoj 保健食品
nnok 集体企业
nnoo 伯父
nnor 傻
nnos 身份证
nnou 保健饮料
nnpg 集体所有制
nnpo 信息反馈
nnps 傻瓜
nnpt 催化反应
nnr 倪
nnrc 信息处理
nnrd 倪
nnrj 售货员
nnrk 伯乐 傻乐
nnrs 催化剂
nnrw 傯
nnsa 牌证
nnsj 身份证号
nnsk 信息产业 信息产业部 信息产业厅
nnsm 傻话 儌
nnss 集体主义
nnsw 自信心
nnsy 自作主张
nntd 你们的 他们的
nntp 信贷资金
nntt 躲躲闪闪
nnu 僬
nnuo 僬
nnut 佝偻病
nnuu 修身养性
nnvy 信贷消费
nnwb 价值连城
nnwk 信息量
nnwn 信息化
nnwo 信息社会
nnwp 信息链
nnws 信息论
nnwt 集体农庄
nnwu 鬼使神差
nnww 休息室
nnxk 仅仅是
nnxo 价值观念
nnxq 卑躬屈膝
nnxr 片假名
nnxs 傁
nnya 牌子 傻子
nnyj 保健品
nnyo 身体力行
nnys 自身建设 保健站
nnzb 仅供参考
nnzo 优化组合
nnzv 集体经济
nnzy 伯母
nnzz 鬼鬼祟祟
no 份
noa 偷
noaj 佮
noal 倫
noam 化合物 低人一等
noan 化合价
nob 俭
nobd 偫
nobh 偷越
nobv 俭
nobz 侩
noc 佺
nock 伦理
nod 臾
nodj 儍事
noey 自食其力
nofr 价格
nog 俙
nogl 俙
nogq 自命不凡 倄
nogs 偷袭
nogw 催人奋进
noih 自行车
noj 倹
nojo 倹
nojp 偷听
nojs 任人唯亲
noka 份量
noko 伱
nokr 佛得角
nokw 信得过
nol 儈
nolk 儈
noll 佡
nomc 偷生
nomf 俆
nomg 倾斜面
nomi 倽
noml 偷看
nomm 儍笑
nomr 俗称 倾斜角
nomt 倾斜度
nomu 偷税
nomy 儍气
non 价
nond 价
none 价值
nonm 伶俐
nono 偷偷 他念他翁山
nons 价位
noo 俗
noob 侳
nood 例行公事
nooi 傱
nooj 俗
nooo 儉
noor 儍
noph 价钱
nopp 低合金钢
noq 佾
noqk 偷
noqz 偸
nor 伦
norj 俗名
norr 伦
nos 囟
nosb 俗语
nosj 伦敦
nosm 俗话
noss 低分辨率
nosx 仱
notf 偷闲
notr 偷盗
notu 价廉
nouf 偷懒
nouk 任人为贤
noum 化公为私
nova 催人泪下
novm 健全法制
novr 自个儿
novs 值得注意 自命清高
novt 偷渡
novv 仈
novx 偷漏
now 伶
nowb 偷窥 鬼斧神工
