name=拼音
key=abcdefghijklmnopqrstuvwxyz
len=63
wildcard=?
pinyin=1
split='
hint=0
update=1
user=pinyin.usr
assist=mb/yong.txt 2
longnian 龙年
longpao 龙袍
longqi 隆起
longquanyiqu 龙泉驿区
longren 聋人
longshe 龙蛇
longshou 龙首
longtan 龙潭
longtang 弄堂
longtanhuxue 龙潭虎穴
longtao 龙套
longtenghuyue 龙腾虎跃
longti 笼屉
longtong 笼统
longtou 龙头
longwang 龙王
longxia 龙虾
longxing 龙兴
longya 聋哑
longyao 隆尧
longyaren 聋哑人
longyin 龙吟
longzai 拢在
longzhao 笼罩
longzhenghudou 龙争虎斗
longzhong 隆重
longzhongtuichu 隆重推出
longzhou 龙舟
longzhu 龙珠
longzi 笼子 聋子
longzu 龙族 龙组
lou 楼 漏 搂 陋 喽 篓 偻 娄 髅 蝼 镂 蒌 嵝 耧 瘘 露
louban 楼板 漏办
loubao 搂抱 漏报
louceng 楼层
loucha 漏查
louchu 露出
louchuan 楼船
loudao 楼道
loude 楼的
loudi 露底 娄底
loudian 漏电
loudiao 漏掉
louding 楼顶
loudong 漏洞
loudongbaichu 漏洞百出
loudou 漏斗
loufan 娄烦
loufang 楼房
loufeng 漏风
louge 楼阁
louguang 漏光
lougui 陋规
louhao 楼号
louhua 漏划
louji 漏计 漏记
loujia 漏加
loujian 漏减
loujiao 漏缴
loukou 漏扣
louli 楼里
loulian 露脸
loulie 漏列
louluo 喽啰
loumajiao 露马脚
loumen 楼门
loumian 露面
louna 漏纳
lounei 楼内
loupan 楼盘
louqi 漏气
louqian 楼前
louqun 楼群
loushang 楼上
loushao 漏勺
loushi 楼市 陋室
loushou 漏收
loushui 漏水 漏税
lousu 陋俗
loutangguansuo 楼堂馆所
louti 楼梯
loutian 漏填
loutou 露头
louwai 楼外
louwang 漏网
louwangzhiyu 漏网之鱼
louxi 陋习
louxia 楼下
louxian 露馅
louxiang 露相
louyi 蝼蚁
louyishou 露一手
louyou 漏油
louyu 楼宇 漏雨
louzai 搂在
louzhe 搂着
louzheng 漏征
louzhu 楼主 搂住
louzhuan 漏转
louzi 漏字 漏子
lu 路 露 鲁 卢 陆 录 炉 鹿 碌 庐 芦 噜 颅 禄 辘 卤 虏 麓 潞 赂 泸 漉 戮 簏 轳 鹭 掳 鲈 撸 栌 垆 胪 渌 鸬 逯 璐 辂 橹 镥 舻 氇 硵 箓 绿
luan 乱 卵 峦 挛 孪 栾 銮 娈 滦 鸾 脔
luanchao 卵巢
luancheng 乱成
luancuan 乱窜
luandang 乱党
luandong 乱动
luanfa 乱发
luanfakuan 乱罚款
luanfang 乱放
luang 鲁昂
luangai 乱盖
luangao 乱搞
luanhonghong 乱哄哄
luanhua 乱花
luanji 乱挤
luanjia 乱加
luanjiaganshe 乱加干涉
luanjiao 乱叫
luankai 乱开
luankoumaozi 乱扣帽子
luanlai 乱来
luanle 乱了
luanli 乱离
luanliu 乱流
luanlun 乱伦
luanma 乱码 乱麻
luanmian 乱免
luannan 栾南
luanpao 乱跑
luanqibazao 乱七八糟
luanreng 乱扔
luansheng 孪生
luanshengjiemei 孪生姐妹
luanshengxiongdi 孪生兄弟
luanshi 乱世 卵石
luanshou 乱收
luanshoufei 乱收费
luanshuo 乱说
luanshuoluandong 乱说乱动
luantan 乱摊
luantanqin 乱弹琴
luantao 乱套
luanti 乱提
luanxiang 乱想 乱象 乱响 乱像
luanyong 乱用
luanzaozao 乱糟糟
luanzhang 乱涨 乱账
luanzhangengdi 乱占耕地
luanzhangjia 乱涨价
luanzhen 乱真
luanzheng 乱征
luanzhi 乱支
luanzhuan 乱转
luanzhuang 乱撞
luanzi 乱子 卵子
luanzuoyituan 乱作一团
luban 鲁班
lubei 路北
lubi 卢比
lubian 路边 炉边
lubiao 路标
lubu 卢布
lubushiyi 路不拾遗
luchen 陆沉
lucheng 路程 潞城
luchi 路痴 露齿
luchierxiao 露齿而笑
luchu 露出
ludaofu 鲁道夫
ludeng 路灯
ludi 陆地
luding 泸定
ludong 路东
luduan 路段
lue 略 掠 锊
luebiao 略表
luedai 略带
lueduo 掠夺
luegao 略高
luegaoyu 略高于
lueguo 掠过
luehao 略好
luejia 略加
luekuan 略宽
luelue 略略
luelun 略论
lueqing 略轻
luequ 略去 掠去
lueshi 略施
luetu 略图
luewei 略微 略为
luexian 略显 略嫌
lueyang 略阳
lueying 掠影
lueyou 略有
lueyoujieyu 略有结余
lueyu 略语
luezhi 略知
luezou 掠走
luezuo 略作
lufang 录放
lufei 路费
lufeng 路风
lufugong 卢浮宫
lugan 芦柑
lugen 芦根
lugouqiao 卢沟桥
lugu 露骨 颅骨
lugui 路轨
luguo 路过
luhaikong 陆海空
luhan 卢汉
luhui 芦荟 炉灰
luhuo 炉火
luhuochunqing 炉火纯青
luji 路基
lujia 陆架
lujian 陆俭
lujiang 庐江
lujiazui 陆家嘴
lujing 路径
lujiu 露酒
luju 炉具
lujun 陆军
lukou 路口
lukuan 路宽
lukuang 路况
luli 陆离
lulin 绿林
lulitongxin 戮力同心
lulu 陆路 碌碌
lulue 掳掠
luluwuwei 碌碌无为
luluxuxu 陆陆续续
lumang 鲁莽
lumen 炉门
lumian 路面
lun 论 轮 沦 伦 仑 抡 囵 纶
lunan 路南
lunba 伦巴
lunban 轮班
lunbo 轮驳
lunbudao 轮不到
lunchijiuzhan 论持久战
lunchu 论处
lunchuan 轮船
luncong 论丛
lundai 轮带
lundao 轮到
lundian 论点
lundiao 论调
lundu 轮渡
lunduan 论断
lundui 论堆
lundun 伦敦
lunfan 轮番
lunfei 伦飞
lungongfengshang 论功封赏
lungongxingshang 论功行赏
lunheng 论衡
lunhuan 轮换
lunhui 轮回
lunji 论及
lunjia 论价
lunjian 轮奸
lunju 论据
lunkong 轮空
lunkuo 轮廓
lunli 伦理 论理
lunlidaode 伦理道德
lunlisixiang 伦理思想
lunliu 轮流
lunlixue 伦理学
lunlixuejia 伦理学家
lunlixueshi 伦理学史
lunluo 沦落
lunpan 轮盘
lunqin 伦琴
lunsang 沦丧
lunshang 轮上
lunshi 轮式
lunshu 论述
lunshuo 论说
luntai 轮胎
luntan 论坛
luntui 轮退
lunwang 沦亡
lunwei 沦为
lunwen 论文
lunwenji 论文集
lunwensuoyin 论文索引
lunxian 沦陷
lunxianqu 沦陷区
lunxiu 轮休
lunxun 轮训
lunyi 轮椅
lunyu 论语
lunzhan 论战 轮战
lunzheng 论证
lunzhenghui 论证会
lunzhi 轮值
lunzhong 轮种
lunzhu 论著
lunzhuan 轮转
lunzi 轮子
lunzipaibei 论资排辈
lunzui 论罪
lunzuo 轮作
luo 落 罗 洛 络 逻 裸 骆 萝 螺 锣 箩 摞 烙 捋 珞 骡 猡 镙 椤 倮 蠃 荦 瘰 泺 漯 脶 硌 雒 咯 啰 铬
luoba 珞巴
luobai 落败
luobang 落榜
luobei 萝北
luoben 裸奔
luobi 落笔
luobiao 落标
luobin 罗宾
luobinwang 骆宾王
luobishenshen 落笔审慎
luobo 萝卜
luobosibier 罗伯斯庇尔
luobote 罗伯特
luobuqingcaigeyousuoai 萝卜青菜各有所爱
luocaoweikou 落草为寇
luocha 落差 罗刹
luochao 落潮
luocheng 落成 罗成 罗城
luochuan 洛川
luodan 落单 罗丹
luodao 落到
luodaoshichu 落到实处
luode 落得
luodi 落地
luodian 落点 罗甸
luodichuang 落地窗
luoding 落定 螺钉
luodong 罗东
luofuyoufu 罗敷有夫
luogu 锣鼓
luoguo 落果
luohan 罗汉
luohe 洛河
luohong 落红
luohou 落后
luohoudiqu 落后地区
luohoumianmao 落后面貌
luohouzhuangkuang 落后状况
luohu 落户
luohua 落花
luohualiushui 落花流水
luohuangertao 落荒而逃
luohui 落回
luohuqu 罗湖区
luoji 逻辑
luojia 洛嘉
luojiao 落脚
luojiaodian 落脚点
luojingxiashi 落井下石
luojisheji 逻辑设计
luojisiwei 逻辑思维
luojituili 逻辑推理
luojixing 逻辑性
luoju 螺距
luokong 落空
luokuan 落款
luokuang 箩筐
luolan 罗兰
luole 落了
luolei 落泪
luoli 萝莉
luolie 罗列
luoliluosuo 罗里罗嗦
luolong 洛隆
luolu 裸露
luoluodafang 落落大方
luoluoguahuan 落落寡欢
luoma 罗马 落马 骡马
luomaniya 罗马尼亚
luomandike 罗曼蒂克
luoman 罗曼 落满
luomao 螺帽
luomei 洛美
luomini 罗米尼
luomiou 罗密欧
luomo 落寞
luomu 落幕 螺母
luonan 落难
luoning 洛宁
luopan 罗盘
luoping 罗平
luopo 落魄
luopu 洛浦
luoqiang 螺枪
luorenhuabing 落人话柄
luori 落日
luoru 落入
luorufawang 落入法网
luosai 络腮
luosha 罗刹
luoshan 落山 罗衫 罗山
luoshanji 洛杉矶
luoshi 落实
luoshidaohu 落实到户
luoshizhengce 落实政策
luoshuan 螺栓
luoshui 落水
luosi 螺丝
luosiding 螺丝钉
luosifu 罗斯福
luosu 罗素
luosuo 啰嗦
luotangji 落汤鸡
luoti 裸体
luotian 罗田
luotuo 骆驼
luowang 落网 罗网
luowen 螺纹
luowu 落伍
luoxi 罗西
luoxia 落下
luoxialai 落下来
luoxian 裸线
luoxuan 螺旋 落选
luoyang 洛阳
luoyangshi 洛阳市
luoyangzhigui 洛阳纸贵
luoye 落叶
luoyeguigen 落叶归根
luoyi 络绎
luoyibujue 络绎不绝
luoyuan 罗源
luoyue 落月
luozai 落在
luozao 罗唣
luozhao 裸照
luozhi 罗织 罗致
luozhu 罗柱
luozi 骡子
luozuo 落座
lupai 路牌
lupan 炉盘
lupang 路旁
lupo 戮破
luqian 炉前
luqiao 陆桥
luqu 录取
luquan 禄劝
luren 路人
lurong 鹿茸
luru 录入
lusenbao 卢森堡
lushan 庐山
lushang 路上 陆上
lushanzhenmianmu 庐山真面目
lushi 卢氏
lushu 路数
lushui 露水 卤水 泸水
lusi 炉丝
lusisheishou 鹿死谁手
lusu 露宿
lusun 芦笋
lusuo 卢梭
lutan 路摊
lutang 炉膛
lutedan 鹿特丹
luti 炉体
lutian 露天
lutiankuang 露天矿
lutianmeikuang 露天煤矿
lutiao 炉条
lutoushe 路透社
lutu 路途
lutuyaoyuan 路途遥远
luwan 卢湾
luwangda 卢旺达
luwei 芦苇
luwen 炉温
luxi 路西 泸西 泸溪
luxia 录下
luxian 路线
luxiang 录像
luxiangdai 录像带
luxiangji 录像机
luxu 陆续
luxun 鲁迅
luyan 路演 芦盐
luyao 炉窑
luye 鹿野
luyi 鹿邑
luyin 录音
luyincidai 录音磁带
luyindai 录音带
luying 露营 录影
luyingdai 录影带
luyingji 录影机
luyinji 录音机
luyishi 路易士
luyisi 路易斯
luyong 录用
luyou 陆游
luyouqi 路由器
luyu 路遇 鲈鱼
luyun 陆运
luzao 炉灶
luzha 炉渣
luzhai 鹿寨
luzhan 陆战
luzhandui 陆战队
luzhang 路障
luzhi 录制
luzhishen 鲁智深
luzhou 泸州
luzhu 露珠
luzi 路子 炉子
lv 律 旅 绿 率 虑 履 屡 侣 偻 缕 驴 吕 榈 滤 捋 铝 褛 闾 膂 氯 稆 蒌 镂
lvban 铝板 旅伴
lvbang 铝棒
lvbing 率兵
lvbo 铝箔 滤波
lvbu 吕布 滤布
lvcai 铝材
lvcao 绿草
lvcaoruyin 绿草如茵
lvcha 绿茶
lvche 驴车
lvcheng 旅程
lvchu 滤除
lvchun 绿春
lvci 屡次
lvcui 屡催
lvdai 履带 铝带
lvdaishituolaji 履带式拖拉机
lvdao 绿岛
lvde 绿的 律的
lvdeng 绿灯
lvdi 绿地
lvdian 旅店
lvding 铝锭
lvdou 绿豆
lvfa 律法
lvfei 绿肥 旅费
lvfen 铝粉 驴粪
lvgongweiguo 屡攻未果
lvguan 旅馆 铝管
lvguo 铝锅
lvhejin 铝合金
lvhu 铝壶
lvhua 绿化 氯化
lvjian 屡见
lvjianbuxian 屡见不鲜
lvjiaobugai 屡教不改
lvjin 屡禁
lvjinbujue 屡禁不绝
lvjinbuzhi 屡禁不止
lvju 旅居
lvka 绿卡
lvke 旅客
lvkelieche 旅客列车
lvli 履历
lvliang 吕梁
lvlv 屡屡 缕缕
lvmaozi 绿帽子
lvmei 旅美
lvmo 滤膜
lvpao 绿袍
lvpen 铝盆
lvqi 氯气
lvquanbugai 屡劝不改
lvren 旅人
lvse 绿色
lvseban 绿色版
lvsegeming 绿色革命
lvsegongcheng 绿色工程
lvseshipin 绿色食品
lvsezhiwu 绿色植物
lvshao 铝勺
lvshe 旅社
lvshi 律师
lvshibushuang 屡试不爽
lvshichunqiu 吕氏春秋
lvshishiwusuo 律师事务所
lvshou 屡受
lvshu 绿树
lvshui 绿水
lvshun 旅顺
lvsi 铝丝
lvsuan 氯酸 铝酸
lvsuanna 氯酸钠
lvsuanyan 铝酸盐 氯酸盐
lvti 铝屉
lvtiao 铝条
lvtu 旅途
lvxian 铝线
lvxie 铝屑
lvxin 滤芯
lvxing 履行 旅行
lvxingbao 旅行包
lvxingdai 旅行袋
lvxinghetong 履行合同
lvxingshe 旅行社
lvxingtuan 旅行团
lvxingyiwu 履行义务
lvxingzhe 旅行者
lvxingzhipiao 旅行支票
lvye 绿叶
lvyiangran 绿意盎然
lvyin 绿茵 绿荫
lvying 绿营
lvyou 旅游 屡有
lvyoudian 旅游点
lvyoufuwu 旅游服务
lvyouhuodong 旅游活动
lvyouju 旅游局
lvyouqu 旅游区
lvyoushengdi 旅游胜地
lvyoushiye 旅游事业
lvyoutuan 旅游团
lvyouye 旅游业
lvyouyou 绿油油
lvyouzhe 旅游者
lvyouzhinan 旅游指南
lvyouziyuan 旅游资源
lvyue 履约
lvzao 屡遭
lvzeng 屡增
lvzhang 旅长
lvzhanlvbai 屡战屡败
lvzhen 铝针
lvzhi 履职 铝制 滤纸
lvzhou 绿洲
lvzi 驴子
m 没 吗 们 名 买 呒 呣
ma 吗 妈 马 码 麻 骂 嘛 抹 玛 蚂 蟆 唛 杩 犸 嬷 么 孖 祃
maan 马鞍
maanshan 马鞍山
maanxing 马鞍形
mabao 麻包
mabei 马背
mabi 麻痹
mabian 马边 马弁
mabiao 码表
mabidayi 麻痹大意
mabu 麻布 马步 抹布
mabutingti 马不停蹄
macai 码踩
mache 马车
macheng 麻城
mada 马达
madaha 马大哈
madai 麻袋
madao 骂道
madaochenggong 马到成功
madaogongcheng 马到功成
made 妈的
madeli 马德里
madi 玛蒂
mading 马丁
maduo 玛多
maenliesi 马恩列斯
maer 马儿 马尔
maerdaifu 马尔代夫
maerta 马耳他
mafan 麻烦
mafang 麻纺
mafei 吗啡
mafeng 麻风 马蜂
mafu 马夫
mageguoshi 马革裹尸
magelite 马格丽特
magua 马褂
maguan 马关
mahan 马汉
mahoupao 马后炮
mahu 马虎
mahua 麻花
mahuang 麻黄 蚂蝗
mahui 马辉
mai 买 卖 麦 埋 迈 脉 霾 劢 荬
maiban 买办
maibo 脉搏
maibu 迈步
maibudao 买不到
maibudaopiao 买不到票
maicai 买菜
maicang 埋藏
maicha 卖茶
maichang 卖场 卖唱
maiche 买车 卖车
maichong 脉冲
maichu 卖出 迈出
maichujia 卖出价
maidan 买单
maidanglao 麦当劳
maidangna 麦当娜
maidao 买到 卖到
maide 卖得 买的
maidian 卖点 买点
maidiao 卖掉
maidong 脉动
maiduan 买断 卖断
maifang 买房 买方 卖方 卖房
maifangshichang 买方市场 卖方市场
maifu 埋伏
maige 买个
maigei 卖给
maigoupigaoyao 卖狗皮膏药
maigushachang 埋骨沙场
maiguai 卖乖
maiguo 卖国
maiguoqiurong 卖国求荣
maihao 买好 卖好
maihu 买户 卖户
maihua 卖花 卖画
maihui 买回
maihuo 卖货 买货
maijia 买家 买价 卖价 卖家 麦加
maijin 迈进 买进 卖劲
maikai 迈开
maike 麦克
maikeer 迈克尔
maikefeng 麦克风
maikong 卖空 买空
maikongmaikong 买空卖空
mailai 买来
maile 买了 卖了
maili 卖力
mailiang 买辆
mailiqi 卖力气
mailuo 脉络
mailuofenming 脉络分明
maimai 买卖
maimaibuchengrenyizai 买卖不成仁义在
maimaifang 买卖方
maimaishuangfang 买卖双方
maimiao 麦苗
maiming 卖命
maimo 埋没
mainong 卖弄
maipan 买盘 卖盘
maipiao 买票 卖票
maiqi 卖契
maiqian 卖钱
maiqiu 麦秋
mairou 卖肉
mairu 买入
mairujia 买入价
maishang 买上 迈上
maishe 埋设
maishen 卖身
maishenqi 卖身契
maishentoukao 卖身投靠
maishou 麦收
maisui 麦穗
maita 买它
maitian 麦田
maitong 买通
maitou 埋头
maitougongzuo 埋头工作
maitoukugan 埋头苦干
maiwan 卖完
maixia 买下
maixiang 迈向
maixie 买些
maixue 卖血
maiyi 卖艺
maiyin 卖淫
maiyinpiaochang 卖淫嫖娼
maizang 埋葬
maizhang 买账
maizhe 迈着 买者 卖者 埋着
maizhu 买主 卖主
maizi 麦子
maizou 买走
maizuo 卖座
majia 马甲
majiang 麻将
majiao 马脚
make 马克
makeboluo 马可波罗
makesi 马克思
mala 麻辣 玛拉
malaixiya 马来西亚
malaiya 马来亚
malasong 马拉松
malasongbisai 马拉松比赛
malei 马累
mali 马力 麻利
malie 马列
maliezhuyi 马列主义
malingshu 马铃薯
malinkefu 马林科夫
malipo 麻栗坡
maliujia 马六甲
maliyanahaigou 马里亚纳海沟
malu 马路
malutianshi 马路天使
mama 妈妈
mamahuhu 马马虎虎
mamalielie 骂骂咧咧
mamu 麻木
mamuburen 麻木不仁
man 满 慢 曼 漫 蛮 馒 瞒 蔓 谩 墁 幔 螨 鞔 鳗 缦 熳 镘 埋 颟 悗 嫚
manao 玛瑙
manasi 玛纳斯
manban 慢班
manbao 瞒报
manbi 漫笔
manbu 漫步
manbujiangli 蛮不讲理
manbujingxin 漫不经心
manbujingyi 漫不经意
manbuzaihu 满不在乎
manbuzhu 瞒不住
manchang 漫长
manche 慢车
mancheng 满城
manchengfengyu 满城风雨
manchesite 曼彻斯特
manchi 慢吃
mandamansuan 满打满算
mande 满的
mandi 满地
mandian 慢点
mandizhaoya 满地找牙
mandongzuo 慢动作
mane 满额
manfen 满分
manfu 满腹
manfuhe 满负荷
mang 忙 茫 盲 芒 氓 莽 蟒 邙 漭 硭 厖 铓 牤
mangan 蛮干
mangao 蛮高
mangbuguolai 忙不过来
mangchang 盲肠
mangcong 盲从
mangda 盲打
mangde 忙得
mangdebukekaijiao 忙得不可开交
mangdebuyilehu 忙得不亦乐乎
mangdian 盲点
mangdong 盲动
mangguo 芒果
manghuo 忙活
mangjiang 忙将
mangkang 芒康
manglongya 盲聋哑
manglu 忙碌
mangluan 忙乱
mangmang 茫茫 莽莽
mangmanglulu 忙忙碌碌
mangmu 盲目
mangmufazhan 盲目发展
mangmuleguan 盲目乐观
mangmupanbi 盲目攀比
mangmuxing 盲目性
mangnv 盲女
mangongchuxihuo 慢工出细活
mangqu 盲区
mangran 茫然
mangren 盲人
mangrenmoxiang 盲人摸象
mangrenxiama 盲人瞎马
mangshuo 忙说
mangu 曼谷
mangwen 盲文 忙问
mangxiao 芒硝
mangyu 忙于
mangyuan 莽原
mangzhe 忙着
mangzhong 芒种
mangzhongchucuo 忙中出错
mangzhuang 莽撞
manhadun 曼哈顿
manhanquanxi 满汉全席
manhanrelei 满含热泪
manheng 蛮横
manhengwuli 蛮横无理
manhong 瞒哄
manhua 漫画 漫话
manhuaban 漫画版
manhuai 满怀
manhuaixinxin 满怀信心
manhuajia 漫画家
manhuang 蛮荒
manhuo 慢火
manian 马年
manila 马尼拉
manjian 慢件
manjie 满街
manjingtou 慢镜头
mankou 满口
mankoudaying 满口答应
mankuai 蛮快
manle 满了 慢了
manli 蛮力
manlian 满脸 曼联
manma 谩骂
manman 慢慢 漫漫 满满
manmande 满满的
manmaner 慢慢儿
manmanlai 慢慢来
manmen 满门
manmenchaozhan 满门抄斩
manmian 满面
manmianchunfeng 满面春风
manmiao 曼妙
manmu 满目
mannaozi 满脑子
manniu 蛮牛
manpan 满盘
manping 满屏
manqi 满期
manqiang 满腔
manqiangreqing 满腔热情
manqiangrexue 满腔热血
manqing 满清
manre 慢热
manshanbianye 漫山遍野
manshangqixia 瞒上欺下
manshen 满身
manshi 满是 满师
manshuo 慢说
mansu 慢速
mantan 漫谈
mantang 满堂
mantanghong 满堂红
mantian 漫天 满天
mantianfei 满天飞
mantianguohai 瞒天过海
mantianxing 满天星
mantiaosili 慢条斯理
mantou 馒头 满头
mantuntun 慢吞吞
manwen 满文
manwubianji 漫无边际
manwumudi 漫无目的
manxin 满心
manxing 慢性
manxingbing 慢性病
manxingzi 慢性子
manyan 蔓延 满眼
manye 满也
manyi 满意
manyidu 满意度
manyou 漫游
manyouyou 慢悠悠
manyu 鳗鱼
manyuan 埋怨 满员
manyue 满月
manzai 满载
manzaiergui 满载而归
manzhe 瞒着
manzhou 满洲
manzou 慢走
manzu 满足 满族
manzuo 满座
manzuyaoqiu 满足要求
manzuyu 满足于
mao 毛 冒 猫 矛 贸 帽 貌 茅 茂 髦 卯 耄 瑁 锚 懋 袤 铆 峁 牦 蟊 泖 昴 茆 旄 蝥 瞀 冇 勖 芼 眊
maobi 毛笔
maobing 毛病
maobizi 毛笔字
maoboli 毛玻璃
maobujingren 貌不惊人
maocao 茅草 毛糙
maocha 毛茶
maocheng 冒称
maochong 冒充
maochonghuo 冒充货
maochu 冒出
maochulai 冒出来
maoci 毛刺
maocuhui 贸促会
maodie 耄耋
maoding 铆钉 冒顶
maodun 矛盾 茅盾
maodunjiaju 矛盾加剧
maodunzhuanhua 矛盾转化
maofa 毛发
maofan 冒犯
maofang 毛纺 茅房
maofangchang 毛纺厂
maofangzhichang 毛纺织厂
maofeng 毛峰
maofengxian 冒风险
maogu 锚固
maogusongran 毛骨悚然
maohan 冒汗
maohao 冒号
maoheshenli 貌合神离
maohui 帽徽
maohuo 冒火
maojian 冒尖
maojiaonvxu 毛脚女婿
maojie 铆接
maojin 毛巾 冒进
maokeng 茅坑
maokong 毛孔
maokou 帽扣
maokuhaozijiacibei 猫哭耗子假慈悲
maole 冒了
maoli 毛利
maoliao 毛料
maoling 冒领
maoliqiusi 毛里求斯
maolitaniya 毛里塔尼亚
maolv 毛驴
maomaochong 毛毛虫
maomaoran 贸贸然
maomaoyu 毛毛雨
maomei 冒昧 貌美
maomi 茂密 猫咪
maoming 茂名 冒名
maomingdingti 冒名顶替
maomu 毛姆
maonan 毛难
maonang 毛囊
maoni 猫腻
maoniu 牦牛
maopai 冒牌
maopaihuo 冒牌货
maopao 冒泡
maopi 毛皮 毛坯
maopifang 毛坯房
maoqi 毛奇
maoqian 毛钱
maoran 贸然
maorong 毛绒
maorongrong 毛茸茸
maosedunkai 茅塞顿开
maoshan 茅山
maoshe 茅舍
maosheng 茂盛
maoshi 冒失 毛诗
maoshouru 毛收入
maoshua 毛刷
maosi 貌似
maosuizijian 毛遂自荐
maosun 毛损
maotai 茅台
maotaijiu 茅台酒
maotan 毛毯
maotianxiazhidabuwei 冒天下之大不韪
maotou 矛头 冒头
maotouying 猫头鹰
maowang 猫王
maowu 茅屋
maoxi 毛细
maoxian 冒险 毛线
maoxianzhe 冒险者
maoxiguan 毛细管
maoxixueguan 毛细血管
maoyan 冒烟
maoyao 猫腰
maoyi 贸易 毛衣
maoyibu 贸易部
maoyichizi 贸易赤字
maoyie 贸易额
maoyifa 贸易法
